id,id,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore,abs_squidScore,tScore_qcut,pScore_qcut,tScore_rnd,pScore_rnd,sScore_rnd,sScore_multi,sScore_Output,sScore,sScore_qcut
380,612,/m/letters_to_god,Letters To God,Drama,PG,2010,24.0,75,51.0,0,3,2,7,5,0,no-one should,51.0,best
381,613,/m/pauline_at_the_beach,Pauline At The Beach,Art House & International,R,1983,91.0,85,6.0,4,4,9,8,6,16,universal,-6.0,okay
382,614,/m/la_commune_2003,"La Commune (Paris, 1871)",Art House & International,NR,2003,100.0,79,21.0,4,3,1,7,2,12,toss up,-21.0,worst
383,615,/m/singh_is_bliing,Singh Is Bliing,Action & Adventure,NR,2015,44.0,21,23.0,1,0,4,2,2,0,no-one should,-23.0,worst
384,617,/m/lots_of_kids_a_monkey_and_a_castle,"Lots of Kids, a Monkey and a Castle (Muchos hijos, un mono y un castillo)",Documentary,NR,2017,95.0,91,4.0,4,4,9,9,4,16,universal,-4.0,okay
385,618,/m/shes-one-of-us,She's One of Us,Art House & International,NR,2003,53.0,50,3.0,1,1,5,5,3,1,no-one should,-3.0,okay
386,619,/m/fast_and_furious,Fast & Furious,Action & Adventure,PG-13,2009,29.0,67,38.0,0,2,2,6,3,0,no-one should,38.0,best
387,620,/m/1152276-rent,Rent,Comedy,PG-13,2005,47.0,83,36.0,1,4,4,8,3,4,peanut dominant - risky,36.0,best
388,621,/m/everyday_2013,Everyday,Drama,NR,2013,74.0,42,32.0,2,0,7,4,3,0,no-one should,-32.0,worst
389,624,/m/men_dont_leave,Men Don't Leave,Comedy,PG-13,1990,81.0,61,20.0,3,2,8,6,2,6,no-one should,-20.0,worst
390,625,/m/toxic_avenger_iv_citizen_toxie,Citizen Toxie: The Toxic Avenger IV,Comedy,R,2000,70.0,66,4.0,2,2,7,6,4,4,no-one should,-4.0,okay
391,626,/m/park-row-1952,Park Row,Classics,NR,1952,100.0,86,14.0,4,4,1,8,1,16,universal,-14.0,bad
392,628,/m/1143135-forty_guns,Forty Guns,Classics,NR,1957,93.0,65,28.0,4,2,9,6,2,8,critic dominant - risky,-28.0,worst
393,629,/m/hotel_coolgardie,Hotel Coolgardie,Art House & International,NR,2016,93.0,100,7.0,4,4,9,1,7,16,universal,7.0,good
394,630,/m/another_stakeout,Another Stakeout,Action & Adventure,PG-13,1993,13.0,28,15.0,0,0,1,2,1,0,no-one should,15.0,good
395,634,/m/jude,Jude,Drama,R,1996,81.0,73,8.0,3,3,8,7,8,9,no-one should,-8.0,bad
396,636,/m/the_parts_you_lose,The Parts You Lose,Drama,NR,2019,65.0,50,15.0,2,1,6,5,1,2,no-one should,-15.0,bad
397,638,/m/1183806-dirty_laundry,Dirty Laundry,Art House & International,PG-13,2006,50.0,68,18.0,1,2,5,6,1,2,no-one should,18.0,best
398,639,/m/los_olvidados,Los Olvidados,Drama,NR,1952,89.0,95,6.0,3,4,8,9,6,12,toss up,6.0,good
399,640,/m/animal_farm,Animal Farm,Animation,NR,1954,64.0,67,3.0,2,2,6,6,3,4,no-one should,3.0,good
400,641,/m/phil,Phil,Comedy,R,2019,21.0,50,29.0,0,1,2,5,2,0,no-one should,29.0,best
401,643,/m/bathtubs_over_broadway,Bathtubs Over Broadway,Comedy,PG-13,2018,100.0,90,10.0,4,4,1,9,1,16,universal,-10.0,bad
402,644,/m/444_last_day_on_earth_2012,4:44 Last Day on Earth,Drama,R,2012,47.0,19,28.0,1,0,4,1,2,0,no-one should,-28.0,worst
403,645,/m/1091165-deja_vu,Deja Vu,Drama,PG-13,1998,65.0,61,4.0,2,2,6,6,4,4,no-one should,-4.0,okay
404,646,/m/early_man,Early Man,Animation,PG,2018,81.0,49,32.0,3,1,8,4,3,3,no-one should,-32.0,worst
405,647,/m/hunt_for_red_october,The Hunt for Red October,Action & Adventure,PG,1990,89.0,88,1.0,3,4,8,8,1,12,toss up,-1.0,okay
406,648,/m/dancemaker,Dancemaker,Documentary,NR,1999,92.0,79,13.0,4,3,9,7,1,12,toss up,-13.0,bad
407,649,/m/possible_worlds,Possible Worlds,Drama,NR,2000,60.0,71,11.0,1,2,6,7,1,2,no-one should,11.0,good
408,650,/m/bad_milo,Bad Milo!,Comedy,R,2013,62.0,41,21.0,2,0,6,4,2,0,no-one should,-21.0,worst
409,651,/m/star_wars_episode_ii_attack_of_the_clones,Star Wars: Episode II - Attack of the Clones,Cult Movies,PG,2002,66.0,56,10.0,2,1,6,5,1,2,no-one should,-10.0,bad
410,652,/m/planeat,Planeat,Documentary,NR,2011,40.0,71,31.0,1,2,4,7,3,2,no-one should,31.0,best
411,653,/m/mud_2012,Mud,Drama,PG-13,2013,97.0,80,17.0,4,3,9,8,1,12,toss up,-17.0,bad
412,654,/m/andre,Andre,Action & Adventure,PG,1994,50.0,53,3.0,1,1,5,5,3,1,no-one should,3.0,good
413,656,/m/garden_state,Garden State,Comedy,R,2004,86.0,88,2.0,3,4,8,8,2,12,toss up,2.0,good
414,657,/m/hotel_harabati,Hotel Harabati (De particulier a particulier),Comedy,NR,2006,75.0,55,20.0,2,1,7,5,2,2,no-one should,-20.0,worst
415,660,/m/gandhi,Gandhi,Classics,PG,1982,84.0,92,8.0,3,4,8,9,8,12,toss up,8.0,good
416,662,/m/relive,Don't Let Go (Relive),Mystery & Suspense,R,2019,39.0,77,38.0,1,3,3,7,3,3,no-one should,38.0,best
417,663,/m/richard_pryor_omit_the_logic_2013,Richard Pryor: Omit The Logic,Documentary,R,2013,86.0,75,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
418,666,/m/le_jour_se_leve,Le Jour se lève (Daybreak),Art House & International,NR,1939,92.0,89,3.0,4,4,9,8,3,16,universal,-3.0,okay
419,669,/m/alien,Alien,Drama,R,1979,97.0,94,3.0,4,4,9,9,3,16,universal,-3.0,okay
420,670,/m/le_grand_voyage,Le grand voyage,Art House & International,NR,2005,83.0,87,4.0,3,4,8,8,4,12,toss up,4.0,good
421,671,/m/justice_2011,Seeking Justice,Action & Adventure,R,2012,27.0,39,12.0,0,0,2,3,1,0,no-one should,12.0,good
422,672,/m/private_peaceful_2012,Private Peaceful,Art House & International,NR,2014,63.0,57,6.0,2,1,6,5,6,2,no-one should,-6.0,okay
423,673,/m/the_huntsman_winters_war,The Huntsman: Winter's War,Action & Adventure,PG-13,2016,18.0,45,27.0,0,1,1,4,2,0,no-one should,27.0,best
424,675,/m/across_110th_street,Across 110th Street,Action & Adventure,R,1972,80.0,79,1.0,3,3,8,7,1,9,no-one should,-1.0,okay
425,678,/m/the_rise,The Rise (Wasteland),Drama,NR,2013,60.0,63,3.0,1,2,6,6,3,2,no-one should,3.0,good
426,680,/m/oh_god_book_ii,"Oh, God! Book II",Comedy,PG,1980,50.0,38,12.0,1,0,5,3,1,0,no-one should,-12.0,bad
427,682,/m/hard_labor,Hard Labor,Art House & International,NR,2015,86.0,62,24.0,3,2,8,6,2,6,no-one should,-24.0,worst
428,683,/m/tight_spot,Tight Spot,Classics,NR,1955,60.0,61,1.0,1,2,6,6,1,2,no-one should,1.0,okay
429,685,/m/gleason_2016,Gleason,Documentary,R,2016,96.0,90,6.0,4,4,9,9,6,16,universal,-6.0,okay
430,686,/m/private_romeo_2011,Private Romeo,Drama,NR,2012,50.0,65,15.0,1,2,5,6,1,2,no-one should,15.0,good
431,687,/m/perlasca-un-eroe-italiano,Perlasca: The Courage of a Just Man (Perlasca. Un eroe italiano),Drama,NR,2005,57.0,62,5.0,1,2,5,6,5,2,no-one should,5.0,good
432,689,/m/i-want-candy,I Want Candy,Comedy,R,2007,56.0,38,18.0,1,0,5,3,1,0,no-one should,-18.0,worst
433,690,/m/simon_werner_a_disparu,Lights Out (Simon Werner A Disparu...),Art House & International,NR,2010,83.0,50,33.0,3,1,8,5,3,3,no-one should,-33.0,worst
434,691,/m/corporation,The Corporation,Documentary,NR,2004,90.0,90,0.0,3,4,9,9,0,12,toss up,0.0,okay
435,693,/m/american_beauty,American Beauty,Comedy,R,1999,87.0,93,6.0,3,4,8,9,6,12,toss up,6.0,good
436,694,/m/november_2018,November,Art House & International,NR,2018,96.0,76,20.0,4,3,9,7,2,12,toss up,-20.0,worst
437,695,/m/limelight,Limelight,Classics,G,1952,97.0,90,7.0,4,4,9,9,7,16,universal,-7.0,okay
438,696,/m/beatles_the_help,Help!,Comedy,G,1965,88.0,86,2.0,3,4,8,8,2,12,toss up,-2.0,okay
439,697,/m/profils_paysans_la_vie_moderne,Modern Life (Profils paysans: la vie moderne),Art House & International,PG,2008,100.0,74,26.0,4,3,1,7,2,12,toss up,-26.0,worst
440,698,/m/1068832-sense_and_sensibility,Sense and Sensibility,Drama,PG,1995,98.0,90,8.0,4,4,9,9,8,16,universal,-8.0,bad
441,700,/m/cats_of_mirikitani,Cats of Mirikitani,Documentary,NR,2006,96.0,94,2.0,4,4,9,9,2,16,universal,-2.0,okay
442,702,/m/smokey_and_the_bandit_part_3,Smokey and the Bandit Part 3,Action & Adventure,PG,1983,17.0,18,1.0,0,0,1,1,1,0,no-one should,1.0,okay
443,705,/m/99_homes,99 Homes,Drama,R,2015,93.0,78,15.0,4,3,9,7,1,12,toss up,-15.0,bad
444,708,/m/french_connection,The French Connection,Action & Adventure,R,1971,98.0,87,11.0,4,4,9,8,1,16,universal,-11.0,bad
445,709,/m/free_the_nipple,Free the Nipple,Comedy,NR,2014,18.0,31,13.0,0,0,1,3,1,0,no-one should,13.0,good
446,711,/m/vincere,Vincere,Art House & International,NR,2010,92.0,68,24.0,4,2,9,6,2,8,critic dominant - risky,-24.0,worst
447,712,/m/sommersby,Sommersby,Drama,PG-13,1993,62.0,60,2.0,2,1,6,6,2,2,no-one should,-2.0,okay
448,713,/m/woodsman,The Woodsman,Drama,R,2004,88.0,77,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
449,714,/m/1114,11:14,Comedy,R,2003,92.0,76,16.0,4,3,9,7,1,12,toss up,-16.0,bad
450,715,/m/strangers-in-good-company,Strangers in Good Company,Action & Adventure,PG,1991,100.0,83,17.0,4,4,1,8,1,16,universal,-17.0,bad
451,716,/m/exorcist_the_version_youve_never_seen,Exorcist: The Version You've Never Seen,Horror,R,2000,88.0,88,0.0,3,4,8,8,0,12,toss up,0.0,okay
452,717,/m/career_opportunities,Career Opportunities,Comedy,PG-13,1991,38.0,37,1.0,0,0,3,3,1,0,no-one should,-1.0,okay
453,718,/m/beau_travail,Beau Travail,Art House & International,NR,2000,81.0,79,2.0,3,3,8,7,2,9,no-one should,-2.0,okay
454,719,/m/unlocking_the_cage,Unlocking the Cage,Documentary,NR,2016,82.0,71,11.0,3,2,8,7,1,6,no-one should,-11.0,bad
455,721,/m/lover,The Lover (L'amant),Art House & International,R,1992,32.0,79,47.0,0,3,3,7,4,0,no-one should,47.0,best
456,722,/m/a_promise_2013,A Promise,Comedy,R,2014,13.0,23,10.0,0,0,1,2,1,0,no-one should,10.0,good
457,723,/m/basket_case,Basket Case,Horror,R,1982,75.0,53,22.0,2,1,7,5,2,2,no-one should,-22.0,worst
458,724,/m/bring_it_on,Bring It On,Comedy,PG-13,2000,63.0,66,3.0,2,2,6,6,3,4,no-one should,3.0,good
459,725,/m/desperate_journey,Desperate Journey,Action & Adventure,NR,1942,67.0,66,1.0,2,2,6,6,1,4,no-one should,-1.0,okay
460,726,/m/pixels,Pixels,Animation,PG-13,2015,16.0,46,30.0,0,1,1,4,3,0,no-one should,30.0,best
461,728,/m/these_three,These Three,Classics,NR,1936,100.0,76,24.0,4,3,1,7,2,12,toss up,-24.0,worst
462,729,/m/winter-sleepers,Winter Sleepers,Art House & International,R,1997,76.0,79,3.0,2,3,7,7,3,6,no-one should,3.0,good
463,730,/m/bringing_up_bobby_2012,Bringing Up Bobby,Comedy,PG-13,2012,17.0,33,16.0,0,0,1,3,1,0,no-one should,16.0,best
464,731,/m/stanley_and_iris,Stanley & Iris,Drama,PG-13,1990,33.0,49,16.0,0,1,3,4,1,0,no-one should,16.0,best
465,733,/m/dagon,Dagon,Drama,R,2001,67.0,56,11.0,2,1,6,5,1,2,no-one should,-11.0,bad
466,734,/m/the_collection_2012,The Collection,Action & Adventure,R,2012,38.0,49,11.0,0,1,3,4,1,0,no-one should,11.0,good
467,735,/m/demon_house_2018,Demon House,Documentary,NR,2018,40.0,61,21.0,1,2,4,6,2,2,no-one should,21.0,best
468,736,/m/1055833-angels_in_the_outfield,Angels in the Outfield,Comedy,PG,1994,33.0,49,16.0,0,1,3,4,1,0,no-one should,16.0,best
469,738,/m/hemingway_and_gellhorn_2012,Hemingway & Gellhorn,Drama,R,2012,50.0,41,9.0,1,0,5,4,9,0,no-one should,-9.0,bad
470,739,/m/daniel-and-ana,Daniel & Ana,Drama,NR,2010,56.0,89,33.0,1,4,5,8,3,4,peanut dominant - risky,33.0,best
471,742,/m/at_middleton,At Middleton,Comedy,R,2014,59.0,45,14.0,1,1,5,4,1,1,no-one should,-14.0,bad
472,744,/m/shadow_dancer_2012,Shadow Dancer,Drama,R,2013,83.0,52,31.0,3,1,8,5,3,3,no-one should,-31.0,worst
473,747,/m/napola_elite_fur_den_fuhrer,Before the Fall (Napola),Art House & International,NR,2004,67.0,84,17.0,2,4,6,8,1,8,peanut dominant - risky,17.0,best
474,748,/m/la_bare,La Bare,Documentary,R,2014,78.0,65,13.0,2,2,7,6,1,4,no-one should,-13.0,bad
475,750,/m/cardinal_2017,Cardinals,Mystery & Suspense,NR,2017,83.0,91,8.0,3,4,8,9,8,12,toss up,8.0,good
476,751,/m/a_brilliant_young_mind,A Brilliant Young Mind,Comedy,PG-13,2015,87.0,78,9.0,3,3,8,7,9,9,no-one should,-9.0,bad
477,752,/m/muppets_most_wanted,Muppets Most Wanted,Comedy,PG,2014,79.0,58,21.0,3,1,7,5,2,3,no-one should,-21.0,worst
478,753,/m/1110242-collateral_damage,Collateral Damage,Action & Adventure,R,2002,19.0,27,8.0,0,0,1,2,8,0,no-one should,8.0,good
479,755,/m/handmaids_tale,The Handmaid's Tale,Drama,R,1990,28.0,44,16.0,0,0,2,4,1,0,no-one should,16.0,best
480,758,/m/an_open_secret,An Open Secret,Documentary,R,2015,88.0,77,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
481,761,/m/the_flat_2012,The Flat,Art House & International,NR,2012,84.0,71,13.0,3,2,8,7,1,6,no-one should,-13.0,bad
482,764,/m/he_ran_all_the_way,He Ran All the Way,Classics,NR,1951,100.0,70,30.0,4,2,1,7,3,8,critic dominant - risky,-30.0,worst
483,765,/m/return,The Return,Drama,PG-13,2006,16.0,32,16.0,0,0,1,3,1,0,no-one should,16.0,best
484,767,/m/i_am_nojoom_age_10_and_divorced,"I Am Nojoom, Age 10 And Divorced",Drama,NR,2014,100.0,62,38.0,4,2,1,6,3,8,critic dominant - risky,-38.0,worst
485,768,/m/prick_up_your_ears,Prick Up Your Ears,Art House & International,R,1987,94.0,79,15.0,4,3,9,7,1,12,toss up,-15.0,bad
486,770,/m/nobelity,Nobelity,Documentary,NR,2006,50.0,92,42.0,1,4,5,9,4,4,peanut dominant - risky,42.0,best
487,772,/m/deep_impact,Deep Impact,Action & Adventure,PG-13,1998,45.0,43,2.0,1,0,4,4,2,0,no-one should,-2.0,okay
488,773,/m/the_wedding_year,The Wedding Year,Comedy,R,2019,44.0,80,36.0,1,3,4,8,3,3,no-one should,36.0,best
489,774,/m/dark_horse_2016,Dark Horse,Documentary,PG,2016,96.0,77,19.0,4,3,9,7,1,12,toss up,-19.0,worst
490,776,/m/searchers,The Searchers,Action & Adventure,PG,1956,98.0,88,10.0,4,4,9,8,1,16,universal,-10.0,bad
491,778,/m/the_vatican_tapes_2015,The Vatican Tapes,Drama,PG-13,2015,20.0,60,40.0,0,1,2,6,4,0,no-one should,40.0,best
492,781,/m/the_unforeseen,The Unforeseen,Documentary,NR,2008,90.0,69,21.0,3,2,9,6,2,6,no-one should,-21.0,worst
493,783,/m/abc_africa,ABC Africa,Documentary,NR,2002,78.0,80,2.0,2,3,7,8,2,6,no-one should,2.0,good
494,784,/m/tarzan_escapes,Tarzan Escapes,Action & Adventure,NR,1936,71.0,58,13.0,2,1,7,5,1,2,no-one should,-13.0,bad
495,786,/m/an_affair_of_the_heart,An Affair of the Heart,Documentary,NR,2012,75.0,78,3.0,2,3,7,7,3,6,no-one should,3.0,good
496,787,/m/1192993-dolphins_and_whales_3d_tribes_of_the_ocean,Dolphins and Whales 3D: Tribes of the Ocean,Documentary,G,2008,80.0,67,13.0,3,2,8,6,1,6,no-one should,-13.0,bad
497,789,/m/the_new_romantic,The New Romantic,Comedy,NR,2018,62.0,46,16.0,2,1,6,4,1,2,no-one should,-16.0,bad
498,790,/m/georges_batailles_story_of_the_eye,Georges Bataille's Story of the Eye,Drama,NR,2004,43.0,17,26.0,1,0,4,1,2,0,no-one should,-26.0,worst
499,791,/m/formosa_betrayed,Formosa Betrayed,Action & Adventure,R,2010,34.0,55,21.0,0,1,3,5,2,0,no-one should,21.0,best
500,792,/m/josie,Josie,Drama,NR,2018,13.0,31,18.0,0,0,1,3,1,0,no-one should,18.0,best
501,793,/m/my_life_in_ruins,My Life in Ruins,Comedy,PG-13,2009,9.0,44,35.0,0,0,9,4,3,0,no-one should,35.0,best
502,795,/m/bluebeard_2010,Bluebeard,Action & Adventure,NR,2010,79.0,47,32.0,3,1,7,4,3,3,no-one should,-32.0,worst
503,800,/m/missing_link_2019,Missing Link,Action & Adventure,PG,2019,89.0,67,22.0,3,2,8,6,2,6,no-one should,-22.0,worst
504,801,/m/10004662-last_holiday,Last Holiday,Action & Adventure,PG-13,2006,56.0,67,11.0,1,2,5,6,1,2,no-one should,11.0,good
505,802,/m/horse_feathers,Horse Feathers,Classics,NR,1932,96.0,87,9.0,4,4,9,8,9,16,universal,-9.0,bad
506,803,/m/1004125-christmas_carol,A Christmas Carol,Classics,G,1938,100.0,74,26.0,4,3,1,7,2,12,toss up,-26.0,worst
507,805,/m/1016760-prisoner,The Prisoner,Art House & International,NR,1955,71.0,71,0.0,2,2,7,7,0,4,no-one should,0.0,okay
508,806,/m/turbo_2013,Turbo,Animation,PG,2013,67.0,65,2.0,2,2,6,6,2,4,no-one should,-2.0,okay
509,807,/m/hadewijch,Hadewijch,Art House & International,R,2010,73.0,52,21.0,2,1,7,5,2,2,no-one should,-21.0,worst
510,808,/m/runaway_bride,Runaway Bride,Comedy,PG,1999,46.0,53,7.0,1,1,4,5,7,1,no-one should,7.0,good
511,809,/m/tooth_and_nail,Tooth and Nail,Drama,R,2007,33.0,22,11.0,0,0,3,2,1,0,no-one should,-11.0,bad
512,810,/m/the_brave_little_toaster_goes_to_mars,The Brave Little Toaster Goes to Mars,Animation,NR,1998,40.0,45,5.0,1,1,4,4,5,1,no-one should,5.0,good
513,811,/m/unlawful_entry,Unlawful Entry,Action & Adventure,R,1992,73.0,48,25.0,2,1,7,4,2,2,no-one should,-25.0,worst
514,812,/m/round_of_your_life,Round of Your Life,Kids & Family,NR,2019,60.0,82,22.0,1,3,6,8,2,3,no-one should,22.0,best
515,816,/m/the_distinguished_citizen,The Distinguished Citizen (El ciudadano ilustre),Art House & International,NR,2016,100.0,85,15.0,4,4,1,8,1,16,universal,-15.0,bad
516,817,/m/eating,Eating,Art House & International,R,1990,71.0,40,31.0,2,0,7,4,3,0,no-one should,-31.0,worst
517,818,/m/john_q,John Q,Drama,PG-13,2002,23.0,78,55.0,0,3,2,7,5,0,no-one should,55.0,best
518,820,/m/the_nile_hilton_incident,The Nile Hilton Incident,Art House & International,NR,2017,91.0,58,33.0,4,1,9,5,3,4,critic dominant - risky,-33.0,worst
519,822,/m/stranger_than_paradise,Stranger Than Paradise,Art House & International,R,1984,96.0,88,8.0,4,4,9,8,8,16,universal,-8.0,bad
520,823,/m/cabin_boy,Cabin Boy,Comedy,PG-13,1994,46.0,41,5.0,1,0,4,4,5,0,no-one should,-5.0,okay
521,825,/m/enders-game,Ender's Game,Action & Adventure,PG-13,2013,61.0,65,4.0,2,2,6,6,4,4,no-one should,4.0,good
522,826,/m/dont_triphe_aint_through_with_me_yet,Don't Trip...He Ain't Through with Me Yet,Comedy,PG,2006,45.0,74,29.0,1,3,4,7,2,3,no-one should,29.0,best
523,829,/m/monkey-warfare,Monkey Warfare,Comedy,NR,2006,75.0,61,14.0,2,2,7,6,1,4,no-one should,-14.0,bad
524,832,/m/tex,Tex,Drama,PG,1982,85.0,66,19.0,3,2,8,6,1,6,no-one should,-19.0,worst
525,833,/m/whity,Whity,Art House & International,NR,1971,100.0,65,35.0,4,2,1,6,3,8,critic dominant - risky,-35.0,worst
526,835,/m/big_brass_ring,The Big Brass Ring,Drama,R,1999,57.0,17,40.0,1,0,5,1,4,0,no-one should,-40.0,worst
527,836,/m/triple_frontier,Triple Frontier,Action & Adventure,R,2019,72.0,55,17.0,2,1,7,5,1,2,no-one should,-17.0,bad
528,839,/m/mogari_no_mori,The Mourning Forest (Mogari no mori),Art House & International,NR,2007,67.0,63,4.0,2,2,6,6,4,4,no-one should,-4.0,okay
529,840,/m/adanggaman,Adanggaman,Art House & International,NR,2001,90.0,62,28.0,3,2,9,6,2,6,no-one should,-28.0,worst
530,841,/m/sisterhood_of_the_traveling_pants_2,The Sisterhood of the Traveling Pants 2,Action & Adventure,PG-13,2008,65.0,66,1.0,2,2,6,6,1,4,no-one should,1.0,okay
531,843,/m/rabid_dogs,Rabid Dogs (Cani arrabbiati) (Kidnapped) ( A Man and a Boy),Art House & International,NR,1974,78.0,87,9.0,2,4,7,8,9,8,peanut dominant - risky,9.0,good
532,844,/m/10009552-julia,Julia,Art House & International,R,2009,74.0,67,7.0,2,2,7,6,7,4,no-one should,-7.0,okay
533,845,/m/the_last_gladiators_2011,The Last Gladiators,Documentary,R,2013,90.0,80,10.0,3,3,9,8,1,9,no-one should,-10.0,bad
534,846,/m/mojin_the_lost_legend,Mojin: The Lost Legend,Action & Adventure,NR,2015,56.0,55,1.0,1,1,5,5,1,1,no-one should,-1.0,okay
535,848,/m/a_bread_factory_part_one_for_the_sake_of_gold,"A Bread Factory, Part One: For the Sake of Gold",Comedy,NR,2018,100.0,71,29.0,4,2,1,7,2,8,critic dominant - risky,-29.0,worst
536,849,/m/screwball,Screwball,Documentary,NR,2019,94.0,91,3.0,4,4,9,9,3,16,universal,-3.0,okay
537,850,/m/1095979-inferno,Inferno (Pilgrim),Mystery & Suspense,R,2000,20.0,24,4.0,0,0,2,2,4,0,no-one should,4.0,good
538,851,/m/breaking_habits,Breaking Habits,Documentary,NR,2019,35.0,54,19.0,0,1,3,5,1,0,no-one should,19.0,best
539,857,/m/georgy_girl,Georgy Girl,Art House & International,NR,1966,91.0,71,20.0,4,2,9,7,2,8,critic dominant - risky,-20.0,worst
540,858,/m/astro_boy,Astro Boy (AstroBoy),Action & Adventure,PG,2009,50.0,50,0.0,1,1,5,5,0,1,no-one should,0.0,okay
541,859,/m/1214027-collector,The Collector,Horror,R,2009,29.0,48,19.0,0,1,2,4,1,0,no-one should,19.0,best
542,860,/m/town_and_country,Town & Country,Comedy,R,2000,13.0,14,1.0,0,0,1,1,1,0,no-one should,1.0,okay
543,861,/m/in_the_realms_of_the_unreal,In the Realms of the Unreal,Documentary,NR,2005,70.0,78,8.0,2,3,7,7,8,6,no-one should,8.0,good
544,862,/m/patriots_day_2016,Patriots Day,Drama,R,2017,80.0,86,6.0,3,4,8,8,6,12,toss up,6.0,good
545,863,/m/pelican_brief,The Pelican Brief,Drama,PG-13,1993,53.0,61,8.0,1,2,5,6,8,2,no-one should,8.0,good
546,865,/m/moolaade,Moolaadé,Art House & International,NR,2004,99.0,84,15.0,4,4,9,8,1,16,universal,-15.0,bad
547,866,/m/garbo_talks,Garbo Talks,Comedy,PG-13,1984,13.0,47,34.0,0,1,1,4,3,0,no-one should,34.0,best
548,869,/m/a_tuba_to_cuba,A Tuba to Cuba,Documentary,NR,2019,100.0,83,17.0,4,4,1,8,1,16,universal,-17.0,bad
549,873,/m/the_greening_of_whitney_brown_2011,The Greening Of Whitney Brown,Action & Adventure,PG,2011,13.0,38,25.0,0,0,1,3,2,0,no-one should,25.0,best
550,875,/m/valkyrie,Valkyrie,Drama,PG-13,2008,62.0,65,3.0,2,2,6,6,3,4,no-one should,3.0,good
551,877,/m/akmareul_boattda,I Saw the Devil,Art House & International,NR,2011,80.0,87,7.0,3,4,8,8,7,12,toss up,7.0,good
552,878,/m/joyful_noise_2011,Joyful Noise,Comedy,PG-13,2012,31.0,65,34.0,0,2,3,6,3,0,no-one should,34.0,best
553,881,/m/tooth_fairy,The Tooth Fairy,Horror,NR,2006,22.0,35,13.0,0,0,2,3,1,0,no-one should,13.0,good
554,882,/m/kill_the_messenger_2015,Kill the Messenger,Drama,R,2014,77.0,69,8.0,2,2,7,6,8,4,no-one should,-8.0,bad
555,883,/m/1144535-nightmare_alley,Nightmare Alley,Classics,NR,1947,100.0,87,13.0,4,4,1,8,1,16,universal,-13.0,bad
556,888,/m/passage_to_mars,Passage to Mars,Action & Adventure,NR,2016,29.0,85,56.0,0,4,2,8,5,0,no-one should,56.0,best
557,889,/m/hidden_blade,The Hidden Blade,Action & Adventure,R,2006,84.0,84,0.0,3,4,8,8,0,12,toss up,0.0,okay
558,890,/m/big_tease,The Big Tease,Art House & International,R,2000,56.0,55,1.0,1,1,5,5,1,1,no-one should,-1.0,okay
559,891,/m/a_talking_picture,A Talking Picture (Um Filme Falado),Art House & International,NR,2004,76.0,51,25.0,2,1,7,5,2,2,no-one should,-25.0,worst
560,893,/m/zombeavers,Zombeavers,Action & Adventure,R,2015,69.0,31,38.0,2,0,6,3,3,0,no-one should,-38.0,worst
561,895,/m/2_jacks,2 Jacks,Drama,NR,2013,33.0,19,14.0,0,0,3,1,1,0,no-one should,-14.0,bad
562,896,/m/red_road,Red Road,Art House & International,NR,2007,88.0,71,17.0,3,2,8,7,1,6,no-one should,-17.0,bad
563,897,/m/frank_serpico,Frank Serpico,Documentary,NR,2017,75.0,60,15.0,2,1,7,6,1,2,no-one should,-15.0,bad
564,899,/m/10010249-the_garden,The Garden,Documentary,NR,2008,79.0,85,6.0,3,4,7,8,6,12,toss up,6.0,good
565,901,/m/cassandro_the_exotico,Cassandro the Exotico!,Documentary,NR,2019,89.0,60,29.0,3,1,8,6,2,3,no-one should,-29.0,worst
566,903,/m/maze_runner_the_scorch_trials,Maze Runner: The Scorch Trials,Action & Adventure,PG-13,2015,46.0,54,8.0,1,1,4,5,8,1,no-one should,8.0,good
567,904,/m/all_the_vermeers_in_new_york,All the Vermeers in New York,Art House & International,NR,1990,100.0,56,44.0,4,1,1,5,4,4,critic dominant - risky,-44.0,worst
568,906,/m/smash-his-camera,Smash His Camera,Documentary,PG-13,2010,77.0,63,14.0,2,2,7,6,1,4,no-one should,-14.0,bad
569,907,/m/ashik_kerib,Ashik Kerib,Art House & International,NR,1989,100.0,78,22.0,4,3,1,7,2,12,toss up,-22.0,worst
570,909,/m/salyut_7,Salyut-7,Action & Adventure,NR,2017,100.0,80,20.0,4,3,1,8,2,12,toss up,-20.0,worst
571,912,/m/its_a_gift,It's a Gift,Classics,NR,1934,100.0,75,25.0,4,3,1,7,2,12,toss up,-25.0,worst
572,917,/m/man_of_the_west,Man of the West,Classics,NR,1958,93.0,78,15.0,4,3,9,7,1,12,toss up,-15.0,bad
573,919,/m/tears_of_gaza_2011,Tears of Gaza,Art House & International,NR,2012,80.0,82,2.0,3,3,8,8,2,9,no-one should,2.0,good
574,921,/m/how_to_lose_a_guy_in_10_days,How to Lose a Guy in 10 Days,Comedy,PG-13,2003,42.0,77,35.0,1,3,4,7,3,3,no-one should,35.0,best
575,922,/m/mortal_storm,The Mortal Storm,Drama,NR,1940,100.0,85,15.0,4,4,1,8,1,16,universal,-15.0,bad
