id,id,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore,abs_squidScore,tScore_qcut,pScore_qcut,tScore_rnd,pScore_rnd,sScore_rnd,sScore_multi,sScore_Output,sScore,sScore_qcut
769,1246,/m/thats_entertainment,That's Entertainment,Classics,G,1973,100.0,85,15.0,4,4,1,8,1,16,universal,-15.0,bad
770,1248,/m/1176919-police_beat,Police Beat,Art House & International,NR,2005,69.0,57,12.0,2,1,6,5,1,2,no-one should,-12.0,bad
771,1249,/m/vanilla_sky,Vanilla Sky,Drama,R,2001,42.0,72,30.0,1,3,4,7,3,3,no-one should,30.0,best
772,1250,/m/dirty_sanchez,Dirty Sanchez: The Movie,Comedy,R,2007,40.0,74,34.0,1,3,4,7,3,3,no-one should,34.0,best
773,1251,/m/anything_but_love,Standard Time (Anything But Love),Comedy,PG-13,2002,36.0,67,31.0,0,2,3,6,3,0,no-one should,31.0,best
774,1252,/m/battle_in_heaven,Battle in Heaven,Art House & International,NR,2006,49.0,46,3.0,1,1,4,4,3,1,no-one should,-3.0,okay
775,1253,/m/the_waiting_room,The Waiting Room,Drama,NR,2007,60.0,56,4.0,1,1,6,5,4,1,no-one should,-4.0,okay
776,1254,/m/symbiopsychotaxiplasm_take_one,Symbiopsychotaxiplasm: Take One,Documentary,NR,1968,90.0,77,13.0,3,3,9,7,1,9,no-one should,-13.0,bad
777,1256,/m/foolish-wives,Foolish Wives,Classics,NR,1922,92.0,72,20.0,4,3,9,7,2,12,toss up,-20.0,worst
778,1258,/m/1017834-romeo_and_juliet,Romeo and Juliet,Drama,PG,1968,94.0,74,20.0,4,3,9,7,2,12,toss up,-20.0,worst
779,1259,/m/kubo_and_the_two_strings_2016,Kubo and the Two Strings,Action & Adventure,PG,2016,97.0,86,11.0,4,4,9,8,1,16,universal,-11.0,bad
780,1263,/m/love_at_first_bite,Love at First Bite,Comedy,PG,1979,68.0,55,13.0,2,1,6,5,1,2,no-one should,-13.0,bad
781,1265,/m/solid_gold_cadillac,The Solid Gold Cadillac,Classics,NR,1956,100.0,67,33.0,4,2,1,6,3,8,critic dominant - risky,-33.0,worst
782,1266,/m/21_and_over,21 And Over,Comedy,R,2013,25.0,46,21.0,0,1,2,4,2,0,no-one should,21.0,best
783,1267,/m/sputnik_fever,Sputnik Fever (Sputnik Mania),Documentary,G,2007,95.0,79,16.0,4,3,9,7,1,12,toss up,-16.0,bad
784,1268,/m/5x2,5x2,Art House & International,R,2004,65.0,69,4.0,2,2,6,6,4,4,no-one should,4.0,good
785,1269,/m/1000626-all_about_eve,All About Eve,Classics,PG,1950,100.0,94,6.0,4,4,1,9,6,16,universal,-6.0,okay
786,1271,/m/night_of_the_hunter,The Night of the Hunter,Drama,PG,1955,99.0,90,9.0,4,4,9,9,9,16,universal,-9.0,bad
787,1272,/m/dark_blue,Dark Blue,Drama,R,2003,58.0,52,6.0,1,1,5,5,6,1,no-one should,-6.0,okay
788,1273,/m/american_guerrilla_in_the_philippines,American Guerrilla in the Philippines,Action & Adventure,NR,1950,67.0,25,42.0,2,0,6,2,4,0,no-one should,-42.0,worst
789,1279,/m/the_incredibly_strange_creatures,The Incredibly Strange Creatures...,Horror,NR,1963,20.0,14,6.0,0,0,2,1,6,0,no-one should,-6.0,okay
790,1280,/m/four_friends,Four Friends,Comedy,R,1981,78.0,72,6.0,2,3,7,7,6,6,no-one should,-6.0,okay
791,1281,/m/cash,Cash,Action & Adventure,NR,2007,20.0,38,18.0,0,0,2,3,1,0,no-one should,18.0,best
792,1283,/m/dragon-inn-long-men-ke-zhen,Dragon Inn (Long men ke zhen),Action & Adventure,NR,1966,100.0,86,14.0,4,4,1,8,1,16,universal,-14.0,bad
793,1285,/m/supercop,Supercop,Action & Adventure,R,1996,96.0,74,22.0,4,3,9,7,2,12,toss up,-22.0,worst
794,1288,/m/shivaay,Shivaay,Action & Adventure,NR,2016,11.0,64,53.0,0,2,1,6,5,0,no-one should,53.0,best
795,1289,/m/1207954-weather_girl,Weather Girl,Comedy,R,2009,33.0,36,3.0,0,0,3,3,3,0,no-one should,3.0,good
796,1290,/m/percy_jackson_sea_of_monsters,Percy Jackson: Sea of Monsters,Action & Adventure,PG,2013,42.0,55,13.0,1,1,4,5,1,1,no-one should,13.0,good
797,1291,/m/this_is_congo,This Is Congo,Documentary,NR,2018,95.0,83,12.0,4,4,9,8,1,16,universal,-12.0,bad
798,1295,/m/1041049-geronimo,Geronimo,Action & Adventure,NR,1962,80.0,33,47.0,3,0,8,3,4,0,no-one should,-47.0,worst
799,1297,/m/1212946-beyond_a_reasonable_doubt,Beyond a Reasonable Doubt,Drama,PG-13,2009,7.0,36,29.0,0,0,7,3,2,0,no-one should,29.0,best
800,1298,/m/the_great_flood_2012,The Great Flood,Documentary,NR,2014,93.0,56,37.0,4,1,9,5,3,4,critic dominant - risky,-37.0,worst
801,1299,/m/1205903-our_man_in_havana,Our Man in Havana,Classics,NR,1959,94.0,77,17.0,4,3,9,7,1,12,toss up,-17.0,bad
802,1300,/m/arizona_dream,Arizona Dream,Comedy,R,1993,87.0,86,1.0,3,4,8,8,1,12,toss up,-1.0,okay
803,1301,/m/being_ginger,Being Ginger,Documentary,NR,2014,92.0,77,15.0,4,3,9,7,1,12,toss up,-15.0,bad
804,1302,/m/1020415-suddenly,Suddenly,Action & Adventure,PG,1954,100.0,63,37.0,4,2,1,6,3,8,critic dominant - risky,-37.0,worst
805,1303,/m/kickboxer_retaliation,Kickboxer: Retaliation,Action & Adventure,R,2018,92.0,72,20.0,4,3,9,7,2,12,toss up,-20.0,worst
806,1305,/m/piccadilly,Piccadilly,Classics,NR,1929,86.0,75,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
807,1307,/m/grbavica,Grbavica,Art House & International,NR,2007,98.0,87,11.0,4,4,9,8,1,16,universal,-11.0,bad
808,1308,/m/donkey_skin,Donkey Skin (Peau d'âne),Art House & International,NR,1971,88.0,77,11.0,3,3,8,7,1,9,no-one should,-11.0,bad
809,1309,/m/crossfire_1989,Crossfire,Action & Adventure,NR,1947,81.0,76,5.0,3,3,8,7,5,9,no-one should,-5.0,okay
810,1310,/m/ghost_goes_west,The Ghost Goes West,Classics,NR,1935,100.0,53,47.0,4,1,1,5,4,4,critic dominant - risky,-47.0,worst
811,1311,/m/dolor_y_gloria,Pain and Glory (Dolor y gloria),Drama,R,2019,97.0,89,8.0,4,4,9,8,8,16,universal,-8.0,bad
812,1312,/m/up_there_2012,Up There,Comedy,NR,2012,67.0,31,36.0,2,0,6,3,3,0,no-one should,-36.0,worst
813,1313,/m/the_boy_with_green_hair,The Boy with Green Hair,Classics,NR,1948,78.0,55,23.0,2,1,7,5,2,2,no-one should,-23.0,worst
814,1315,/m/the_rescuers_1977,The Rescuers,Action & Adventure,G,1977,80.0,68,12.0,3,2,8,6,1,6,no-one should,-12.0,bad
815,1316,/m/sweet_home_alabama,Sweet Home Alabama,Comedy,PG-13,2002,38.0,78,40.0,0,3,3,7,4,0,no-one should,40.0,best
816,1317,/m/1074675-1074675-metro,Metro,Action & Adventure,R,1997,15.0,26,11.0,0,0,1,2,1,0,no-one should,11.0,good
817,1318,/m/1075984-iron_monkey,Iron Monkey,Action & Adventure,PG-13,2001,90.0,86,4.0,3,4,9,8,4,12,toss up,-4.0,okay
818,1319,/m/carrie,Carrie,Horror,R,2013,50.0,44,6.0,1,0,5,4,6,0,no-one should,-6.0,okay
819,1320,/m/first_power,The First Power,Horror,R,1990,22.0,45,23.0,0,1,2,4,2,0,no-one should,23.0,best
820,1321,/m/stephen_kings_the_langoliers,Stephen King's 'The Langoliers',Horror,PG-13,1995,50.0,46,4.0,1,1,5,4,4,1,no-one should,-4.0,okay
821,1322,/m/die_wand,Die Wand (The Wall),Drama,NR,2013,78.0,70,8.0,2,2,7,7,8,4,no-one should,-8.0,bad
822,1325,/m/yogi-bear,Yogi Bear,Action & Adventure,PG,2010,13.0,34,21.0,0,0,1,3,2,0,no-one should,21.0,best
823,1326,/m/mole_people,The Mole People,Horror,NR,1956,43.0,27,16.0,1,0,4,2,1,0,no-one should,-16.0,bad
824,1332,/m/zarafa,Zarafa,Animation,NR,2015,75.0,65,10.0,2,2,7,6,1,4,no-one should,-10.0,bad
825,1333,/m/spring_breakers_2013,Spring Breakers,Action & Adventure,R,2013,67.0,38,29.0,2,0,6,3,2,0,no-one should,-29.0,worst
826,1334,/m/four_rooms,Four Rooms,Comedy,R,1996,14.0,69,55.0,0,2,1,6,5,0,no-one should,55.0,best
827,1338,/m/the_intended,The Intended,Drama,R,2004,33.0,38,5.0,0,0,3,3,5,0,no-one should,5.0,good
828,1340,/m/short_time,Short Time,Action & Adventure,PG-13,1990,20.0,55,35.0,0,1,2,5,3,0,no-one should,35.0,best
829,1341,/m/1060518-hideaway,Hideaway,Drama,R,1995,14.0,39,25.0,0,0,1,3,2,0,no-one should,25.0,best
830,1344,/m/1108185-animal,The Animal,Comedy,PG-13,2001,30.0,28,2.0,0,0,3,2,2,0,no-one should,-2.0,okay
831,1345,/m/dear_dictator_2018,Dear Dictator,Comedy,NR,2018,17.0,46,29.0,0,1,1,4,2,0,no-one should,29.0,best
832,1347,/m/lower_depths,Donzoko (The Lower Depths),Art House & International,NR,1957,83.0,80,3.0,3,3,8,8,3,9,no-one should,-3.0,okay
833,1348,/m/10006878-big_brown_eyes,Big Brown Eyes,Classics,NR,1936,80.0,62,18.0,3,2,8,6,1,6,no-one should,-18.0,worst
834,1349,/m/titicut_follies,Titicut Follies,Documentary,NR,1967,100.0,90,10.0,4,4,1,9,1,16,universal,-10.0,bad
835,1351,/m/beneath_hill_60,Beneath Hill 60,Art House & International,R,2010,85.0,77,8.0,3,3,8,7,8,9,no-one should,-8.0,bad
836,1353,/m/dear_america_letters_home_from_vietnam,Dear America: Letters Home from Vietnam,Documentary,PG-13,1987,100.0,92,8.0,4,4,1,9,8,16,universal,-8.0,bad
837,1357,/m/popcorn_1990,Popcorn,Comedy,R,1989,37.0,40,3.0,0,0,3,4,3,0,no-one should,3.0,good
838,1359,/m/murder_at_the_gallop,Murder at the Gallop,Action & Adventure,PG,1963,100.0,72,28.0,4,3,1,7,2,12,toss up,-28.0,worst
839,1360,/m/battle_beyond_the_stars,Battle Beyond the Stars,Science Fiction & Fantasy,PG,1980,45.0,42,3.0,1,0,4,4,3,0,no-one should,-3.0,okay
840,1361,/m/someone_to_watch_over_me,Someone to Watch over Me,Action & Adventure,R,1987,69.0,41,28.0,2,0,6,4,2,0,no-one should,-28.0,worst
841,1364,/m/fame,Fame,Drama,R,1980,84.0,69,15.0,3,2,8,6,1,6,no-one should,-15.0,bad
842,1365,/m/support_your_local_gunfighter,Support Your Local Gunfighter,Action & Adventure,G,1971,62.0,60,2.0,2,1,6,6,2,2,no-one should,-2.0,okay
843,1366,/m/deep_rising,Deep Rising,Action & Adventure,R,1998,29.0,43,14.0,0,0,2,4,1,0,no-one should,14.0,good
844,1368,/m/bounce_ko_gals,Baunsu ko gaurusu (Bounce KO Gals),Art House & International,NR,1997,53.0,77,24.0,1,3,5,7,2,3,no-one should,24.0,best
845,1369,/m/hilary_and_jackie,Hilary and Jackie,Drama,R,1998,88.0,83,5.0,3,4,8,8,5,12,toss up,-5.0,okay
846,1370,/m/king_of_the_corner,King of the Corner,Comedy,R,2005,71.0,28,43.0,2,0,7,2,4,0,no-one should,-43.0,worst
847,1376,/m/an_autumn_afternoon_1964,An Autumn Afternoon,Art House & International,NR,1964,95.0,91,4.0,4,4,9,9,4,16,universal,-4.0,okay
848,1377,/m/things_change,Things Change,Comedy,PG,1988,83.0,79,4.0,3,3,8,7,4,9,no-one should,-4.0,okay
849,1379,/m/totally,Totally,Drama,NR,1993,100.0,61,39.0,4,2,1,6,3,8,critic dominant - risky,-39.0,worst
850,1384,/m/kurt_and_courtney,Kurt & Courtney,Documentary,R,1998,61.0,44,17.0,2,0,6,4,1,0,no-one should,-17.0,bad
851,1385,/m/room_for_rent,Room For Rent,Comedy,NR,2017,88.0,52,36.0,3,1,8,5,3,3,no-one should,-36.0,worst
852,1387,/m/el-sol-del-membrillo,El Sol del membrillo (Dream of Light) (Quince Tree of the Sun),Documentary,NR,2000,89.0,94,5.0,3,4,8,9,5,12,toss up,5.0,good
853,1389,/m/brother_of_sleep,Brother of Sleep,Art House & International,R,1995,71.0,79,8.0,2,3,7,7,8,6,no-one should,8.0,good
854,1391,/m/the_end_of_the_tour_2015,The End Of The Tour,Drama,R,2015,91.0,82,9.0,4,3,9,8,9,12,toss up,-9.0,bad
855,1392,/m/theater_of_war,Theater of War,Documentary,NR,2008,72.0,80,8.0,2,3,7,8,8,6,no-one should,8.0,good
856,1393,/m/chasing_asylum,Chasing Asylum,Art House & International,NR,2016,91.0,62,29.0,4,2,9,6,2,8,critic dominant - risky,-29.0,worst
857,1395,/m/an_inconvenient_sequel_truth_to_power,An Inconvenient Sequel: Truth To Power,Documentary,PG,2017,79.0,50,29.0,3,1,7,5,2,3,no-one should,-29.0,worst
858,1396,/m/une-execution-ordinaire,An Ordinary Execution,Art House & International,NR,2010,89.0,51,38.0,3,1,8,5,3,3,no-one should,-38.0,worst
859,1398,/m/1088110-ill_be_home_for_christmas,I'll Be Home for Christmas,Comedy,PG,1998,23.0,41,18.0,0,0,2,4,1,0,no-one should,18.0,best
860,1399,/m/1107688-bad_seed,Bad Seed,Horror,R,2001,20.0,47,27.0,0,1,2,4,2,0,no-one should,27.0,best
861,1401,/m/just_jim_2015,Just Jim,Drama,NR,2015,85.0,33,52.0,3,0,8,3,5,0,no-one should,-52.0,worst
862,1402,/m/circle_of_friends,Circle of Friends,Art House & International,PG-13,1994,78.0,73,5.0,2,3,7,7,5,6,no-one should,-5.0,okay
863,1403,/m/bad_teacher,Bad Teacher,Comedy,R,2011,44.0,36,8.0,1,0,4,3,8,0,no-one should,-8.0,bad
864,1405,/m/train_of_life,Train of Life,Art House & International,R,1999,64.0,93,29.0,2,4,6,9,2,8,peanut dominant - risky,29.0,best
865,1407,/m/wisegirls,Wisegirls,Action & Adventure,R,2002,38.0,63,25.0,0,2,3,6,2,0,no-one should,25.0,best
866,1408,/m/celtic_pride,Celtic Pride,Comedy,PG-13,1996,9.0,31,22.0,0,0,9,3,2,0,no-one should,22.0,best
867,1409,/m/dead_pool,The Dead Pool,Action & Adventure,R,1988,57.0,44,13.0,1,0,5,4,1,0,no-one should,-13.0,bad
868,1410,/m/1022823-village_of_the_damned,Village of the Damned,Horror,R,1960,92.0,77,15.0,4,3,9,7,1,12,toss up,-15.0,bad
869,1411,/m/10008097-lady_chatterley,Lady Chatterley,Art House & International,R,2007,76.0,59,17.0,2,1,7,5,1,2,no-one should,-17.0,bad
870,1412,/m/league_of_their_own,A League of Their Own,Comedy,PG,1992,78.0,84,6.0,2,4,7,8,6,8,peanut dominant - risky,6.0,good
871,1416,/m/major_payne,Major Payne,Comedy,PG-13,1994,33.0,68,35.0,0,2,3,6,3,0,no-one should,35.0,best
872,1417,/m/begin_again_2013,Begin Again,Comedy,R,2014,82.0,81,1.0,3,3,8,8,1,9,no-one should,-1.0,okay
873,1418,/m/dom_hemingway,Dom Hemingway,Comedy,R,2014,56.0,38,18.0,1,0,5,3,1,0,no-one should,-18.0,worst
874,1424,/m/48_hrs,48 HRS,Action & Adventure,R,1982,93.0,69,24.0,4,2,9,6,2,8,critic dominant - risky,-24.0,worst
875,1425,/m/altman_2014,Altman,Documentary,G,2014,69.0,67,2.0,2,2,6,6,2,4,no-one should,-2.0,okay
876,1426,/m/black_butterflies_2011,Black Butterflies,Drama,NR,2012,69.0,62,7.0,2,2,6,6,7,4,no-one should,-7.0,okay
877,1428,/m/been_so_long,Been So Long,Drama,NR,2018,92.0,78,14.0,4,3,9,7,1,12,toss up,-14.0,bad
878,1430,/m/the_clay_bird,The Clay Bird (Matir moina),Art House & International,NR,2002,89.0,85,4.0,3,4,8,8,4,12,toss up,-4.0,okay
879,1433,/m/holy_motors,Holy Motors,Drama,NR,2012,91.0,71,20.0,4,2,9,7,2,8,critic dominant - risky,-20.0,worst
880,1434,/m/secretariat,Secretariat,Drama,PG,2010,63.0,76,13.0,2,3,6,7,1,6,no-one should,13.0,good
881,1435,/m/the_holy_girl,The Holy Girl,Art House & International,R,2005,77.0,58,19.0,2,1,7,5,1,2,no-one should,-19.0,worst
882,1437,/m/aferim,Aferim!,Action & Adventure,NR,2016,98.0,75,23.0,4,3,9,7,2,12,toss up,-23.0,worst
883,1440,/m/goodbye_world,Goodbye World,Comedy,NR,2014,24.0,32,8.0,0,0,2,3,8,0,no-one should,8.0,good
884,1441,/m/megane,Megane,Art House & International,NR,2008,40.0,88,48.0,1,4,4,8,4,4,peanut dominant - risky,48.0,best
885,1442,/m/submarine-2010,Submarine,Comedy,R,2011,88.0,82,6.0,3,3,8,8,6,9,no-one should,-6.0,okay
886,1443,/m/housekeeping,Housekeeping,Comedy,PG,1987,100.0,84,16.0,4,4,1,8,1,16,universal,-16.0,bad
887,1445,/m/prelude_to_a_kiss,Prelude to a Kiss,Comedy,PG-13,1992,63.0,39,24.0,2,0,6,3,2,0,no-one should,-24.0,worst
888,1451,/m/five_easy_pieces,Five Easy Pieces,Classics,R,1970,88.0,84,4.0,3,4,8,8,4,12,toss up,-4.0,okay
889,1452,/m/where_hope_grows,Where Hope Grows,Drama,PG-13,2015,46.0,75,29.0,1,3,4,7,2,3,no-one should,29.0,best
890,1454,/m/prize_winner_of_defiance_ohio,"The Prize Winner of Defiance, Ohio",Drama,PG-13,2005,58.0,74,16.0,1,3,5,7,1,3,no-one should,16.0,best
891,1455,/m/7_days_in_hell_2015,7 Days in Hell,Comedy,NR,2015,86.0,69,17.0,3,2,8,6,1,6,no-one should,-17.0,bad
892,1456,/m/11816,11/8/16,Documentary,NR,2017,75.0,61,14.0,2,2,7,6,1,4,no-one should,-14.0,bad
893,1459,/m/office_killer,Office Killer,Comedy,R,1997,12.0,51,39.0,0,1,1,5,3,0,no-one should,39.0,best
894,1460,/m/woman_thou_art_loosed_on_the_7th_day,Woman Thou Art Loosed: On the 7th Day,Mystery & Suspense,PG-13,2012,20.0,69,49.0,0,2,2,6,4,0,no-one should,49.0,best
895,1461,/m/twin_warriors,Twin Warriors (Tai ji zhang san feng) (The Tai-Chi Master),Action & Adventure,R,1984,86.0,84,2.0,3,4,8,8,2,12,toss up,-2.0,okay
896,1462,/m/divorce_italian_style,Divorce Italian Style (Divorzio all'italiana),Art House & International,NR,1962,100.0,93,7.0,4,4,1,9,7,16,universal,-7.0,okay
897,1465,/m/1101561-1101561-malena,Malena,Art House & International,R,2000,54.0,84,30.0,1,4,5,8,3,4,peanut dominant - risky,30.0,best
898,1466,/m/rendezvous_in_paris,Rendezvous in Paris,Art House & International,NR,1996,76.0,75,1.0,2,3,7,7,1,6,no-one should,-1.0,okay
899,1467,/m/1007657-footloose,Footloose,Drama,PG,1984,51.0,71,20.0,1,2,5,7,2,2,no-one should,20.0,best
900,1468,/m/highwater,Highwater,Documentary,PG-13,2010,43.0,74,31.0,1,3,4,7,3,3,no-one should,31.0,best
901,1473,/m/tuff_turf,Tuff Turf,Action & Adventure,R,1985,17.0,60,43.0,0,1,1,6,4,0,no-one should,43.0,best
902,1474,/m/lenny_cooke_2013,Lenny Cooke,Documentary,NR,2013,82.0,67,15.0,3,2,8,6,1,6,no-one should,-15.0,bad
903,1475,/m/muppet_treasure_island,Muppet Treasure Island,Comedy,G,1996,73.0,77,4.0,2,3,7,7,4,6,no-one should,4.0,good
904,1476,/m/sterile_cuckoo,The Sterile Cuckoo (Pookie),Comedy,PG,1969,88.0,64,24.0,3,2,8,6,2,6,no-one should,-24.0,worst
905,1477,/m/letters-to-father-jacob,Letters to Father Jacob (Postia pappi Jaakobille),Art House & International,NR,2010,69.0,75,6.0,2,3,6,7,6,6,no-one should,6.0,good
906,1479,/m/acid_house,The Acid House,Art House & International,NR,1998,45.0,69,24.0,1,2,4,6,2,2,no-one should,24.0,best
907,1480,/m/backstabbing_for_beginners,Backstabbing for Beginners,Drama,R,2018,38.0,42,4.0,0,0,3,4,4,0,no-one should,4.0,good
908,1481,/m/1053969-variety,Varieté (Variety) (Jealousy),Art House & International,NR,1925,100.0,88,12.0,4,4,1,8,1,16,universal,-12.0,bad
909,1482,/m/resident_evil_apocalypse,Resident Evil: Apocalypse,Horror,R,2004,20.0,60,40.0,0,1,2,6,4,0,no-one should,40.0,best
910,1485,/m/ladrones_2015,Ladrones,Comedy,PG-13,2015,60.0,64,4.0,1,2,6,6,4,2,no-one should,4.0,good
911,1486,/m/1099492-saving_grace,Saving Grace,Comedy,R,2000,63.0,84,21.0,2,4,6,8,2,8,peanut dominant - risky,21.0,best
912,1489,/m/whistle_down_the_wind,Whistle Down the Wind,Classics,NR,1961,100.0,91,9.0,4,4,1,9,9,16,universal,-9.0,bad
913,1490,/m/homo_sapiens_2016,Homo Sapiens,Documentary,NR,2016,100.0,56,44.0,4,1,1,5,4,4,critic dominant - risky,-44.0,worst
914,1492,/m/open_season,Open Season,Action & Adventure,PG,2006,48.0,57,9.0,1,1,4,5,9,1,no-one should,9.0,good
915,1494,/m/los_adioses_2017,Los Adioses,Drama,NR,2017,100.0,73,27.0,4,3,1,7,2,12,toss up,-27.0,worst
916,1495,/m/gascoigne,Gascoigne,Documentary,NR,2015,75.0,49,26.0,2,1,7,4,2,2,no-one should,-26.0,worst
917,1499,/m/by_the_sea_2015,By The Sea,Drama,R,2015,35.0,28,7.0,0,0,3,2,7,0,no-one should,-7.0,okay
918,1500,/m/7_days_in_entebbe_2018,7 Days in Entebbe,Drama,PG-13,2018,24.0,38,14.0,0,0,2,3,1,0,no-one should,14.0,good
919,1501,/m/cinema_paradiso,Cinema Paradiso (Nuovo Cinema Paradiso),Art House & International,R,1988,90.0,97,7.0,3,4,9,9,7,12,toss up,7.0,good
920,1503,/m/1016958-quartet,Quartet,Art House & International,R,1981,43.0,32,11.0,1,0,4,3,1,0,no-one should,-11.0,bad
921,1504,/m/10005538-room,Room,Art House & International,R,2006,69.0,23,46.0,2,0,6,2,4,0,no-one should,-46.0,worst
922,1505,/m/east-palace-west-palace,East Palace West Palace (Dong gong xi gong) (Behind the Forbidden City),Art House & International,PG,1998,60.0,59,1.0,1,1,6,5,1,1,no-one should,-1.0,okay
923,1506,/m/his_dark_materials_the_golden_compass,The Golden Compass,Action & Adventure,PG-13,2007,42.0,51,9.0,1,1,4,5,9,1,no-one should,9.0,good
924,1507,/m/late_bloomer_2004,Late Bloomer,Art House & International,NR,2004,69.0,44,25.0,2,0,6,4,2,0,no-one should,-25.0,worst
925,1508,/m/silent_movie,Silent Movie,Classics,PG,1976,79.0,72,7.0,3,3,7,7,7,9,no-one should,-7.0,okay
926,1509,/m/stand_and_deliver,Stand and Deliver,Drama,PG,1988,73.0,79,6.0,2,3,7,7,6,6,no-one should,6.0,good
927,1510,/m/death_defying_acts,Death Defying Acts,Drama,PG,2008,42.0,26,16.0,1,0,4,2,1,0,no-one should,-16.0,bad
928,1511,/m/the_lord_of_the_rings_the_two_towers,The Lord of the Rings: The Two Towers,Action & Adventure,PG-13,2002,95.0,95,0.0,4,4,9,9,0,16,universal,0.0,okay
929,1512,/m/my_science_project,My Science Project,Comedy,PG,1985,14.0,56,42.0,0,1,1,5,4,0,no-one should,42.0,best
930,1513,/m/words_and_pictures,Words And Pictures,Comedy,PG-13,2014,43.0,50,7.0,1,1,4,5,7,1,no-one should,7.0,good
931,1514,/m/strange_illusion,Strange Illusion,Classics,NR,1945,86.0,33,53.0,3,0,8,3,5,0,no-one should,-53.0,worst
932,1515,/m/iron_man_2,Iron Man 2,Action & Adventure,PG-13,2010,73.0,71,2.0,2,2,7,7,2,4,no-one should,-2.0,okay
933,1516,/m/cruising,Cruising,Drama,R,1980,51.0,48,3.0,1,1,5,4,3,1,no-one should,-3.0,okay
934,1518,/m/the_horde,The Horde (La Horde),Action & Adventure,NR,2009,42.0,41,1.0,1,0,4,4,1,0,no-one should,-1.0,okay
935,1521,/m/imagine_me_and_you,Imagine Me & You,Comedy,R,2006,34.0,74,40.0,0,3,3,7,4,0,no-one should,40.0,best
936,1522,/m/fred_wont_move_out,Fred Won't Move Out,Drama,NR,2012,71.0,7,64.0,2,0,7,7,6,0,no-one should,-64.0,worst
937,1523,/m/hidden_figures,Hidden Figures,Drama,PG,2017,93.0,93,0.0,4,4,9,9,0,16,universal,0.0,okay
938,1524,/m/long_time_coming_a_1955_baseball_story,Long Time Coming: A 1955 Baseball Story,Documentary,NR,2018,67.0,60,7.0,2,1,6,6,7,2,no-one should,-7.0,okay
939,1526,/m/1090447-splendor,Splendor,Comedy,R,1999,58.0,63,5.0,1,2,5,6,5,2,no-one should,5.0,good
940,1528,/m/the_view_from_greenhaven,The View From Greenhaven,Comedy,NR,2008,71.0,60,11.0,2,1,7,6,1,2,no-one should,-11.0,bad
941,1531,/m/flanders,Flanders (Flandres),Action & Adventure,NR,2007,67.0,58,9.0,2,1,6,5,9,2,no-one should,-9.0,bad
942,1532,/m/outland,Outland,Drama,R,1981,56.0,54,2.0,1,1,5,5,2,1,no-one should,-2.0,okay
943,1533,/m/the_war_game_1966,The War Game,Action & Adventure,NR,1966,93.0,90,3.0,4,4,9,9,3,16,universal,-3.0,okay
944,1535,/m/the_hunger_games_mockingjay_part_1,The Hunger Games: Mockingjay - Part 1,Action & Adventure,PG-13,2014,69.0,71,2.0,2,2,6,7,2,4,no-one should,2.0,good
945,1536,/m/bamako_2007,Bamako,Art House & International,NR,2006,84.0,70,14.0,3,2,8,7,1,6,no-one should,-14.0,bad
946,1537,/m/10006731-iowa,Iowa,Drama,NR,2005,15.0,18,3.0,0,0,1,1,3,0,no-one should,3.0,good
947,1538,/m/1008055-galaxy_of_terror,Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),Action & Adventure,R,1981,33.0,29,4.0,0,0,3,2,4,0,no-one should,-4.0,okay
948,1539,/m/the_professor_and_the_madman,The Professor and the Madman,Drama,NR,2019,38.0,77,39.0,0,3,3,7,3,0,no-one should,39.0,best
949,1541,/m/dark_night_of_the_scarecrow,Dark Night of the Scarecrow,Drama,NR,1981,50.0,64,14.0,1,2,5,6,1,2,no-one should,14.0,good
950,1543,/m/mondays_in_the_sun,Mondays in the Sun (Los Lunes al sol),Comedy,R,2003,80.0,87,7.0,3,4,8,8,7,12,toss up,7.0,good
951,1544,/m/blue_ruin,Blue Ruin,Mystery & Suspense,R,2014,96.0,79,17.0,4,3,9,7,1,12,toss up,-17.0,bad
952,1545,/m/american_gigolo,American Gigolo,Drama,R,1980,68.0,51,17.0,2,1,6,5,1,2,no-one should,-17.0,bad
953,1546,/m/sergio_and_sergei,Sergio and Sergei,Drama,NR,2017,86.0,50,36.0,3,1,8,5,3,3,no-one should,-36.0,worst
954,1549,/m/suite_francaise,Suite Française,Drama,NR,2015,76.0,68,8.0,2,2,7,6,8,4,no-one should,-8.0,bad
955,1550,/m/jupiter_ascending_2014,Jupiter Ascending,Action & Adventure,PG-13,2015,27.0,38,11.0,0,0,2,3,1,0,no-one should,11.0,good
956,1551,/m/rabin_the_last_day,"Rabin, the Last Day",Drama,NR,2016,68.0,43,25.0,2,0,6,4,2,0,no-one should,-25.0,worst
957,1553,/m/standoff_2016,Standoff,Action & Adventure,R,2016,56.0,43,13.0,1,0,5,4,1,0,no-one should,-13.0,bad
958,1554,/m/random_harvest,Random Harvest,Classics,NR,1942,89.0,89,0.0,3,4,8,8,0,12,toss up,0.0,okay
959,1556,/m/the_boy_who_harnessed_the_wind,The Boy Who Harnessed the Wind,Art House & International,NR,2019,86.0,89,3.0,3,4,8,8,3,12,toss up,3.0,good
